Unnamed: 0,Year,Rank,Title,Artist,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
150,2013,51,Love Somebody,Maroon 5,0HnaqUxvHP5LaWdmWwJpiS,57,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,audio_features,0HnaqUxvHP5LaWdmWwJpiS,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/tracks/0HnaqUxvHP5LaWdmWwJpiS,https://api.spotify.com/v1/audio-analysis/0HnaqUxvHP5LaWdmWwJpiS,229813,4
151,2013,52,I Will Wait,Mumford & Sons,1fXiYSWmkKJfRKMegCkI11,66,0.478,0.758,1,-5.4,1,0.0331,0.00974,0.00717,0.312,0.452,131.109,audio_features,1fXiYSWmkKJfRKMegCkI11,spotify:track:1fXiYSWmkKJfRKMegCkI11,https://api.spotify.com/v1/tracks/1fXiYSWmkKJfRKMegCkI11,https://api.spotify.com/v1/audio-analysis/1fXiYSWmkKJfRKMegCkI11,276720,4
152,2013,53,Try,Pink,5LxASQkATvREurkOKKaaVz,24,0.236,0.887,4,-4.759,0,0.0638,0.47,0.266,0.414,0.154,75.082,audio_features,5LxASQkATvREurkOKKaaVz,spotify:track:5LxASQkATvREurkOKKaaVz,https://api.spotify.com/v1/tracks/5LxASQkATvREurkOKKaaVz,https://api.spotify.com/v1/audio-analysis/5LxASQkATvREurkOKKaaVz,214231,4
153,2013,54,Wagon Wheel,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,74,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,audio_features,3xdjjKMcMOFgo1eQrfbogM,spotify:track:3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/tracks/3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/audio-analysis/3xdjjKMcMOFgo1eQrfbogM,298373,4
154,2013,55,Gangnam Style,Psy,03UrZgTINDqvnUMbbIMhql,71,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,audio_features,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,219493,4
155,2013,56,I Need Your Love,Calvin Harris feat Ellie Goulding,05SBRd4fXgn8FX7bf8BCAE,67,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4
156,2013,57,Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,74,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/audio-analysis/7EQGXaVSyEDsCWKmUcfpLk,211920,4
157,2013,58,Some Nights,Fun,6t6oULCRS6hnI7rm0h5gwl,67,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,277040,4
158,2013,59,Bad,Wale feat Tiara Thomas or Rihanna,64Nbnw22f8adeMuLd1nSBD,49,0.867,0.638,6,-6.657,0,0.0643,0.015,0.0,0.157,0.28,113.969,audio_features,64Nbnw22f8adeMuLd1nSBD,spotify:track:64Nbnw22f8adeMuLd1nSBD,https://api.spotify.com/v1/tracks/64Nbnw22f8adeMuLd1nSBD,https://api.spotify.com/v1/audio-analysis/64Nbnw22f8adeMuLd1nSBD,255693,4
159,2013,60,Boys 'Round Here,Blake Shelton feat Pistol Annies and Friends,39FwE8edwuyiaa4PrGBkP7,61,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,audio_features,39FwE8edwuyiaa4PrGBkP7,spotify:track:39FwE8edwuyiaa4PrGBkP7,https://api.spotify.com/v1/tracks/39FwE8edwuyiaa4PrGBkP7,https://api.spotify.com/v1/audio-analysis/39FwE8edwuyiaa4PrGBkP7,288760,4
160,2013,61,"Gone, Gone, Gone",Phillip Phillips,56sxN1yKg1dgOZXBcAHkJG,71,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,audio_features,56sxN1yKg1dgOZXBcAHkJG,spotify:track:56sxN1yKg1dgOZXBcAHkJG,https://api.spotify.com/v1/tracks/56sxN1yKg1dgOZXBcAHkJG,https://api.spotify.com/v1/audio-analysis/56sxN1yKg1dgOZXBcAHkJG,209693,4
161,2013,62,Demons,Imagine Dragons,4BaJvQm82Q4OxOMUYacT35,0,0.512,0.774,3,-4.774,1,0.0317,0.342,6.84e-05,0.256,0.273,102.012,audio_features,4BaJvQm82Q4OxOMUYacT35,spotify:track:4BaJvQm82Q4OxOMUYacT35,https://api.spotify.com/v1/tracks/4BaJvQm82Q4OxOMUYacT35,https://api.spotify.com/v1/audio-analysis/4BaJvQm82Q4OxOMUYacT35,196947,4
162,2013,63,Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,75,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,audio_features,6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62,257840,4
163,2013,64,I Cry,Flo Rida,4bZd0nRuX8HyjeXAUBczvm,66,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,audio_features,4bZd0nRuX8HyjeXAUBczvm,spotify:track:4bZd0nRuX8HyjeXAUBczvm,https://api.spotify.com/v1/tracks/4bZd0nRuX8HyjeXAUBczvm,https://api.spotify.com/v1/audio-analysis/4bZd0nRuX8HyjeXAUBczvm,223800,4
164,2013,65,Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,76,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
165,2013,66,The Other Side,Jason Derulo,5FljCWR0cys07PQ9277GTz,57,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,audio_features,5FljCWR0cys07PQ9277GTz,spotify:track:5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/tracks/5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/audio-analysis/5FljCWR0cys07PQ9277GTz,226987,4
166,2013,67,Berzerk,Eminem,6Xk7PnitV9jCRorWt2LiVZ,63,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,audio_features,6Xk7PnitV9jCRorWt2LiVZ,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,https://api.spotify.com/v1/tracks/6Xk7PnitV9jCRorWt2LiVZ,https://api.spotify.com/v1/audio-analysis/6Xk7PnitV9jCRorWt2LiVZ,238746,4
167,2013,68,Catch My Breath,Kelly Clarkson,5qxPabNDnJQ551Tf4v6k3j,51,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,audio_features,5qxPabNDnJQ551Tf4v6k3j,spotify:track:5qxPabNDnJQ551Tf4v6k3j,https://api.spotify.com/v1/tracks/5qxPabNDnJQ551Tf4v6k3j,https://api.spotify.com/v1/audio-analysis/5qxPabNDnJQ551Tf4v6k3j,250387,4
168,2013,69,Crash My Party,Luke Bryan,6GBUsjHfZuweYf5lQEz6mP,58,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,audio_features,6GBUsjHfZuweYf5lQEz6mP,spotify:track:6GBUsjHfZuweYf5lQEz6mP,https://api.spotify.com/v1/tracks/6GBUsjHfZuweYf5lQEz6mP,https://api.spotify.com/v1/audio-analysis/6GBUsjHfZuweYf5lQEz6mP,234760,4
169,2013,70,Pour It Up,Rihanna,76VtA90NKurNqaQpV126Ue,73,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,audio_features,76VtA90NKurNqaQpV126Ue,spotify:track:76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/tracks/76VtA90NKurNqaQpV126Ue,https://api.spotify.com/v1/audio-analysis/76VtA90NKurNqaQpV126Ue,161200,4
170,2013,71,22,Taylor Swift,3yII7UwgLF6K5zW3xad3MP,67,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,audio_features,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP,https://api.spotify.com/v1/tracks/3yII7UwgLF6K5zW3xad3MP,https://api.spotify.com/v1/audio-analysis/3yII7UwgLF6K5zW3xad3MP,230960,4
171,2013,72,I Want Crazy,Hunter Hayes,4FkgULes13bk2eHrsJg4q9,59,0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.112,0.558,103.029,audio_features,4FkgULes13bk2eHrsJg4q9,spotify:track:4FkgULes13bk2eHrsJg4q9,https://api.spotify.com/v1/tracks/4FkgULes13bk2eHrsJg4q9,https://api.spotify.com/v1/audio-analysis/4FkgULes13bk2eHrsJg4q9,236865,4
172,2013,73,The Fox (What Does the Fox Say?),Ylvis,5HOpkTTVcmZHnthgyxrIL8,61,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,audio_features,5HOpkTTVcmZHnthgyxrIL8,spotify:track:5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/tracks/5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/audio-analysis/5HOpkTTVcmZHnthgyxrIL8,213708,4
173,2013,74,Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,74,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4
174,2013,75,The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,71,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4
175,2013,76,Carry On,Fun,7gpy7sfWPNuOKmUNs3XQYE,57,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,audio_features,7gpy7sfWPNuOKmUNs3XQYE,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/tracks/7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/audio-analysis/7gpy7sfWPNuOKmUNs3XQYE,278373,5
176,2013,77,Highway Don't Care,Tim McGraw feat Taylor Swift and Keith Urban,3kLpHEffUhUfrctyE2wVpw,0,0.58,0.48,2,-8.088,1,0.0298,0.0783,0.787,0.0702,0.732,158.031,audio_features,3kLpHEffUhUfrctyE2wVpw,spotify:track:3kLpHEffUhUfrctyE2wVpw,https://api.spotify.com/v1/tracks/3kLpHEffUhUfrctyE2wVpw,https://api.spotify.com/v1/audio-analysis/3kLpHEffUhUfrctyE2wVpw,280063,4
177,2013,78,That's My Kind of Night,Luke Bryan,5HGibWoxnkYSkl6mHmAlOE,68,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,audio_features,5HGibWoxnkYSkl6mHmAlOE,spotify:track:5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/audio-analysis/5HGibWoxnkYSkl6mHmAlOE,190187,4
178,2013,79,Swimming Pools (Drank),Kendrick Lamar,6REbwUNlppTfcnV4d4ZoZi,75,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,audio_features,6REbwUNlppTfcnV4d4ZoZi,spotify:track:6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/tracks/6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/audio-analysis/6REbwUNlppTfcnV4d4ZoZi,247800,4
179,2013,80,Sure Be Cool If You Did,Blake Shelton,5yIiXdLRE85OBiQmCaUenq,52,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,audio_features,5yIiXdLRE85OBiQmCaUenq,spotify:track:5yIiXdLRE85OBiQmCaUenq,https://api.spotify.com/v1/tracks/5yIiXdLRE85OBiQmCaUenq,https://api.spotify.com/v1/audio-analysis/5yIiXdLRE85OBiQmCaUenq,215720,4
180,2013,81,#Beautiful,Mariah Carey feat Miguel,63JAJRcJ9d7ObMgF70rtBG,0,0.785,0.683,4,-12.516,1,0.048,0.173,0.801,0.0966,0.51,107.021,audio_features,63JAJRcJ9d7ObMgF70rtBG,spotify:track:63JAJRcJ9d7ObMgF70rtBG,https://api.spotify.com/v1/tracks/63JAJRcJ9d7ObMgF70rtBG,https://api.spotify.com/v1/audio-analysis/63JAJRcJ9d7ObMgF70rtBG,195614,4
181,2013,82,Troublemaker,Olly Murs feat Flo Rida,6s8nHXTJVqFjXE4yVZPDHR,72,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587,4
182,2013,83,Body Party,Ciara,0rFZaQ4crlGAzuCjWCQ2xu,62,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,audio_features,0rFZaQ4crlGAzuCjWCQ2xu,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,https://api.spotify.com/v1/tracks/0rFZaQ4crlGAzuCjWCQ2xu,https://api.spotify.com/v1/audio-analysis/0rFZaQ4crlGAzuCjWCQ2xu,234040,4
183,2013,84,Adorn,Miguel,25cUhiAod71TIQSNicOaW3,66,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4
184,2013,85,Hall of Fame,The Script feat will.i.am,1X1DWw2pcNZ8zSub3uhlNz,66,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,1X1DWw2pcNZ8zSub3uhlNz,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/audio-analysis/1X1DWw2pcNZ8zSub3uhlNz,202533,4
185,2013,86,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,4kte3OcW800TPvOVgrLLj8,66,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,audio_features,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/tracks/4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/audio-analysis/4kte3OcW800TPvOVgrLLj8,251627,4
186,2013,87,U.O.E.N.O.,Rocko feat Future and Rick Ross,4Z9IvDlREqlkgo7SzMX70q,23,0.42,0.651,10,-4.792,0,0.323,0.399,0.0,0.78,0.67,185.986,audio_features,4Z9IvDlREqlkgo7SzMX70q,spotify:track:4Z9IvDlREqlkgo7SzMX70q,https://api.spotify.com/v1/tracks/4Z9IvDlREqlkgo7SzMX70q,https://api.spotify.com/v1/audio-analysis/4Z9IvDlREqlkgo7SzMX70q,262857,3
187,2013,88,Next to Me,Emeli Sandé,1Xsxp1SEOxuMzjrFZhtw8u,53,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,audio_features,1Xsxp1SEOxuMzjrFZhtw8u,spotify:track:1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/tracks/1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/audio-analysis/1Xsxp1SEOxuMzjrFZhtw8u,196867,4
188,2013,89,Mama's Broken Heart,Miranda Lambert,2mXsZsJBThTaJXbNcg5QD4,67,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,audio_features,2mXsZsJBThTaJXbNcg5QD4,spotify:track:2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4,https://api.spotify.com/v1/audio-analysis/2mXsZsJBThTaJXbNcg5QD4,177773,4
189,2013,90,It Goes Like This,Thomas Rhett,6GsAD8PgHxmEuIPTG8GP3M,60,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,audio_features,6GsAD8PgHxmEuIPTG8GP3M,spotify:track:6GsAD8PgHxmEuIPTG8GP3M,https://api.spotify.com/v1/tracks/6GsAD8PgHxmEuIPTG8GP3M,https://api.spotify.com/v1/audio-analysis/6GsAD8PgHxmEuIPTG8GP3M,186080,4
190,2013,91,Bugatti,Ace Hood feat Future and Rick Ross,37PafaCJ2xfiZK3KCXWjYv,0,0.732,0.386,1,-10.452,1,0.0437,0.000128,0.528,0.0878,0.0545,131.012,audio_features,37PafaCJ2xfiZK3KCXWjYv,spotify:track:37PafaCJ2xfiZK3KCXWjYv,https://api.spotify.com/v1/tracks/37PafaCJ2xfiZK3KCXWjYv,https://api.spotify.com/v1/audio-analysis/37PafaCJ2xfiZK3KCXWjYv,267495,3
191,2013,92,Wanted,Hunter Hayes,0p1BcEcYVO3uk4KDf3gzkY,63,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,audio_features,0p1BcEcYVO3uk4KDf3gzkY,spotify:track:0p1BcEcYVO3uk4KDf3gzkY,https://api.spotify.com/v1/tracks/0p1BcEcYVO3uk4KDf3gzkY,https://api.spotify.com/v1/audio-analysis/0p1BcEcYVO3uk4KDf3gzkY,228840,4
192,2013,93,Downtown,Lady Antebellum,4kY7rYtE4OQkJNq22OIYRI,54,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,audio_features,4kY7rYtE4OQkJNq22OIYRI,spotify:track:4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/tracks/4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/audio-analysis/4kY7rYtE4OQkJNq22OIYRI,195867,4
193,2013,94,Get Your Shine On,Florida Georgia Line,6s9ICeczYOfbHHIaSMq9jd,58,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,audio_features,6s9ICeczYOfbHHIaSMq9jd,spotify:track:6s9ICeczYOfbHHIaSMq9jd,https://api.spotify.com/v1/tracks/6s9ICeczYOfbHHIaSMq9jd,https://api.spotify.com/v1/audio-analysis/6s9ICeczYOfbHHIaSMq9jd,222013,4
194,2013,95,#thatPower,will.i.am feat Justin Bieber,7iyGnI6y65TZUeUoGsi2nk,0,0.849,0.353,6,-12.079,0,0.0612,9.31e-05,0.892,0.112,0.108,128.005,audio_features,7iyGnI6y65TZUeUoGsi2nk,spotify:track:7iyGnI6y65TZUeUoGsi2nk,https://api.spotify.com/v1/tracks/7iyGnI6y65TZUeUoGsi2nk,https://api.spotify.com/v1/audio-analysis/7iyGnI6y65TZUeUoGsi2nk,281548,4
195,2013,96,Brave,Sara Bareilles,6Uy6K3KdmUdAfelUp0SeXn,67,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,audio_features,6Uy6K3KdmUdAfelUp0SeXn,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,220573,4
196,2013,97,Let Her Go,Passenger,1KxwZYyzWNyZSRyErj2ojT,72,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,audio_features,1KxwZYyzWNyZSRyErj2ojT,spotify:track:1KxwZYyzWNyZSRyErj2ojT,https://api.spotify.com/v1/tracks/1KxwZYyzWNyZSRyErj2ojT,https://api.spotify.com/v1/audio-analysis/1KxwZYyzWNyZSRyErj2ojT,252733,4
197,2013,98,Runnin' Outta Moonlight,Randy Houser,6enPOmd3vSFpI4jjms8kXN,62,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,audio_features,6enPOmd3vSFpI4jjms8kXN,spotify:track:6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/tracks/6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/audio-analysis/6enPOmd3vSFpI4jjms8kXN,193773,4
198,2013,99,I'm Different,2 Chainz,6J5sxraPPZ4b0CVOGAgpXj,55,0.936,0.702,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.704,97.524,audio_features,6J5sxraPPZ4b0CVOGAgpXj,spotify:track:6J5sxraPPZ4b0CVOGAgpXj,https://api.spotify.com/v1/tracks/6J5sxraPPZ4b0CVOGAgpXj,https://api.spotify.com/v1/audio-analysis/6J5sxraPPZ4b0CVOGAgpXj,207040,4
199,2013,100,Still Into You,Paramore,1yjY7rpaAQvKwpdUliHx0d,76,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,audio_features,1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013,4
200,2014,1,Happy,Pharrell Williams,60nZcImufyMA1MKQY3dcCH,77,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,60nZcImufyMA1MKQY3dcCH,spotify:track:60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/tracks/60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/audio-analysis/60nZcImufyMA1MKQY3dcCH,232720,4
201,2014,2,Dark Horse,Katy Perry feat Juicy J,32FmHP0AUjZcYMb1EmAaho,0,0.689,0.559,10,-8.515,0,0.0641,0.0712,0.000688,0.141,0.277,132.024,audio_features,32FmHP0AUjZcYMb1EmAaho,spotify:track:32FmHP0AUjZcYMb1EmAaho,https://api.spotify.com/v1/tracks/32FmHP0AUjZcYMb1EmAaho,https://api.spotify.com/v1/audio-analysis/32FmHP0AUjZcYMb1EmAaho,210909,4
202,2014,3,All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,82,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
203,2014,4,Fancy,Iggy Azalea feat Charli XCX,48Bh59iG2mlm2vqW8NqB7G,9,0.924,0.498,7,-10.47,0,0.304,0.171,3.09e-05,0.0582,0.6,94.881,audio_features,48Bh59iG2mlm2vqW8NqB7G,spotify:track:48Bh59iG2mlm2vqW8NqB7G,https://api.spotify.com/v1/tracks/48Bh59iG2mlm2vqW8NqB7G,https://api.spotify.com/v1/audio-analysis/48Bh59iG2mlm2vqW8NqB7G,198896,4
204,2014,5,Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,75,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,audio_features,6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/tracks/6sy3LkhNFjJWlaeSMNwQ62,https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62,257840,4
205,2014,6,Talk Dirty,Jason Derulo feat 2 Chainz,6g6A7qNhTfUgOSH7ROOxTD,63,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,6g6A7qNhTfUgOSH7ROOxTD,spotify:track:6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/tracks/6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/audio-analysis/6g6A7qNhTfUgOSH7ROOxTD,177685,4
206,2014,7,Rude,Magic!,6RtPijgfPKROxEzTHNRiDp,77,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
207,2014,8,All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,71,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
208,2014,9,Problem,Ariana Grande feat Iggy Azalea,76eTTeRkmu1uu8w46f8bue,12,0.657,0.809,1,-5.348,0,0.176,0.0216,9.59e-06,0.273,0.624,102.974,audio_features,76eTTeRkmu1uu8w46f8bue,spotify:track:76eTTeRkmu1uu8w46f8bue,https://api.spotify.com/v1/tracks/76eTTeRkmu1uu8w46f8bue,https://api.spotify.com/v1/audio-analysis/76eTTeRkmu1uu8w46f8bue,192267,4
209,2014,10,Stay with Me,Sam Smith,5Nm9ERjJZ5oyfXZTECKmRt,81,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4
